VSTATION,NR,DATUM,DAGNR,OBS,XTEMP,LTEMP,HTEMP,XGR,LGR,HGR,XHUM,LHUM,HHUM,NED,NEDA,XVH,XVR,SOLIN,GRD0,GRD3,GRD5,GRD7,GRD8,GRD10,BLFUKT,MT05,MT10,MT20,MT50,OBST,OBSR,OBSS,SNOW
Stockholm-arlanda (SMHI),460,20210206,37,24,-8.7,-12.4,-6.4,,,,85.3,71,93,,,2.4,322,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210207,38,24,-10.1,-16.1,-6.1,,,,89.3,85,92,,,1.9,337,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210208,39,24,-9.3,-11.6,-5.1,,,,88.2,76,94,,,2.8,17,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210209,40,24,-11.5,-16.7,-6.8,,,,83.2,67,89,,,3.3,21,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210210,41,24,-11.9,-19.8,-6.8,,,,86.5,81,93,,,1.8,5,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210211,42,24,-11.1,-13.8,-8.7,,,,86.1,82,89,,,2.4,336,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210212,43,24,-7.5,-14.4,-2.7,,,,81.4,75,86,,,2.1,307,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210213,44,24,-5.9,-10.7,-1.4,,,,66,56,83,,,2.5,284,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210214,45,24,-3.4,-7.9,-0.5,,,,71.3,58,86,,,2,318,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210215,46,24,-7.5,-12,-3.5,,,,79.3,54,92,,,1.2,242,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210216,47,24,-7.2,-12.9,-3,,,,85.9,80,91,,,1.5,354,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210217,48,24,-4.9,-7,-3.3,,,,74,66,82,,,3.8,89,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210218,49,24,-4.1,-6.6,-1.4,,,,75.8,68,84,,,3.9,150,,8,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210219,50,24,0.2,-1.3,0.9,,,,93.6,88,100,,,4.3,170,,9,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210220,51,24,2.2,0.9,4,,,,94.3,92,99,,,3.9,212,,11,0,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210221,52,24,3.7,2,5.6,,,,94.3,87,100,,,2.3,195,,15,1,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210222,53,24,1.9,0.5,2.7,,,,99.2,96,100,,,2.8,75,,16,1,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210223,54,24,2.4,0.9,4,,,,97.4,94,100,,,3,221,,19,2,0,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210224,55,24,5.3,-0.4,8.6,,,,92.6,85,100,,,5.1,213,,24,5,1,0,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210225,56,24,8,5,9.9,,,,84.8,78,93,,,6.5,239,,32,10,4,1,0,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210226,57,24,5.6,2.4,10,,,,67.9,48,88,,,4.5,291,,38,12,6,2,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210227,58,24,2.8,-0.9,6.2,,,,70.7,54,84,,,2.5,277,,41,13,6,2,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210228,59,24,4.5,0.1,10.8,,,,71.4,50,90,,,2,301,,45,15,7,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210301,60,24,3.6,-1.2,7.8,,,,72,54,96,,,2.6,245,,49,17,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210302,61,24,3.5,-1.7,8,,,,62.8,37,81,,,2.2,317,,53,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210303,62,24,1.9,-0.8,5.2,,,,80.1,57,94,,,2.6,260,,54,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210304,63,24,-1.4,-4.5,2.2,,,,69.1,47,88,,,2.5,319,,55,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210305,64,24,-2.9,-5.2,0.1,,,,63.8,40,83,,,2.6,313,,55,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210306,65,24,1.5,-3.7,4.4,,,,58.8,41,89,,,5.2,257,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210307,66,24,-0.9,-2,0.6,,,,46.2,36,71,,,6.1,330,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210308,67,24,-1.7,-4,1.8,,,,54.6,29,88,,,2.9,300,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210309,68,24,-2.2,-4,0.3,,,,78.6,63,87,,,4,303,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210310,69,24,-5.7,-6.7,-4.4,,,,80.8,70,89,,,3,72,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210311,70,24,-1.3,-6.5,1.9,,,,83.6,63,95,,,8,144,,57,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210312,71,24,1.6,0.2,3.4,,,,91.9,79,100,,,3.3,215,,59,19,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210313,72,24,2.6,0.9,5.1,,,,81.4,65,88,,,2.6,203,,62,20,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210314,73,24,1.6,-0.9,5.1,,,,76.9,50,97,,,1.3,359,,63,20,8,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210315,74,24,1.1,-2.9,6.1,,,,74.8,45,96,,,1.2,30,,65,21,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210316,75,24,0.5,-4.3,4.9,,,,78.7,54,97,,,1.3,345,,67,21,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210317,76,24,-0.9,-4.7,1.7,,,,76.1,56,93,,,2.5,349,,67,21,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210318,77,24,-1.8,-4.5,2.3,,,,73.3,57,87,,,3.6,344,,68,21,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210319,78,24,-2.5,-5.5,0.4,,,,60.2,41,82,,,3.8,352,,68,21,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210320,79,24,2.4,-2.4,6,,,,67.9,58,92,,,4.1,240,,71,22,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210321,80,24,2.9,-0.3,5,,,,45.1,30,77,,,4.7,318,,73,23,9,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210322,81,24,4.5,-0.6,9.7,,,,56.9,45,67,,,2.5,282,,78,25,10,3,1,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210323,82,24,6.8,-0.2,13.1,,,,59.3,38,80,,,2.8,233,,85,29,13,5,2,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210324,83,24,6.2,3.5,8.7,,,,74,60,85,,,6.3,242,,91,32,14,5,2,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210325,84,24,5.8,3.1,9.8,,,,71.4,50,87,,,4.8,240,,97,35,15,6,3,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210326,85,24,6.1,2,11.5,,,,76.3,48,94,,,3.9,206,,103,38,17,7,3,0,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210327,86,24,6.5,2.5,12.1,,,,76.1,45,92,,,4.4,139,,109,42,19,8,4,1,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210328,87,24,3.8,2.6,5.1,,,,87.8,77,96,,,4.1,178,,113,43,19,8,4,1,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210329,88,24,7.8,4.4,10.4,,,,86.4,78,96,,,5.8,218,,121,48,22,9,5,1,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210330,89,24,10,7.6,13.2,,,,81.1,67,90,,,5.3,248,,131,55,27,12,7,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210331,90,24,5,2.3,8.3,,,,88.1,78,96,,,2.3,313,,136,57,28,13,7,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210401,91,24,3.9,-0.6,8.6,,,,61.8,41,86,,,2.4,306,,140,58,29,13,7,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210402,92,24,3.7,0.4,7.1,,,,62.3,47,82,,,2.8,317,,144,60,29,13,7,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210403,93,24,4,0.7,7.7,,,,55.6,40,76,,,3.3,314,,148,61,29,13,7,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210404,94,24,6.3,0.8,11.5,,,,60.2,40,76,,,6.6,232,,154,65,32,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210405,95,24,0.9,-1.7,5.2,,,,76.5,55,95,,,5.4,252,,155,65,32,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210406,96,24,3.3,-1.1,7.7,,,,51.3,33,81,,,5.9,252,,159,66,32,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210407,97,24,1.8,-3.6,6.7,,,,72.4,37,99,,,2.7,349,,161,67,32,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210408,98,24,1.8,-5.4,6.9,,,,57.7,32,93,,,2.8,279,,164,68,33,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210409,99,24,3.6,0.3,6.7,,,,83.6,62,96,,,7,219,,168,70,33,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210410,100,24,4.1,0.8,7.9,,,,57.8,34,94,,,5.4,239,,172,71,34,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210411,101,24,2.9,-2.6,8.5,,,,69,33,98,,,3.4,125,,175,73,34,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210412,102,24,3.2,1.3,5.2,,,,90.5,73,99,,,3,245,,178,73,34,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210413,103,24,2,-2.7,5.8,,,,78.7,56,98,,,3.2,230,,181,74,35,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210414,104,24,1.1,-4.8,6.6,,,,67.4,35,97,,,1.8,345,,183,75,35,14,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210415,105,24,2.2,-5,8.4,,,,63.4,36,94,,,2.9,16,,187,77,36,15,8,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210416,106,24,4.9,-2.1,11.4,,,,57.7,31,85,,,5,23,,192,80,38,16,9,2,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210417,107,24,6.2,-0.8,13.3,,,,57.9,24,94,,,3.8,23,,198,84,41,18,10,3,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210418,108,24,7,-0.5,14.5,,,,53.9,26,94,,,3.6,38,,205,89,45,20,13,4,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210419,109,24,7,-0.8,14.5,,,,56.8,32,86,,,2.7,59,,212,94,48,23,15,5,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210420,110,24,7.2,-2.8,14.9,,,,53.4,29,96,,,2.3,93,,220,100,52,26,17,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210421,111,24,7,0.3,13.9,,,,60.2,34,97,,,3,188,,227,104,55,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210422,112,24,1,-0.3,3.3,,,,94.1,78,99,,,4.3,340,,228,104,55,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210423,113,24,3.1,-0.6,6.8,,,,54.2,31,79,,,3.8,325,,231,105,56,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210424,114,24,1.9,-0.5,5.1,,,,61.3,55,75,,,3.3,326,,233,105,56,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210425,115,24,0.7,-1.3,3.4,,,,72.6,51,92,,,4.1,332,,234,105,56,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210426,116,24,1.6,-1.5,4.2,,,,63.3,51,88,,,4.1,339,,236,105,56,28,18,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210427,117,24,2.9,-2.8,9.1,,,,58.8,31,92,,,2.4,357,,239,107,56,28,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210428,118,24,3.1,-3.6,7.9,,,,61.3,35,93,,,1.8,267,,243,109,57,28,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210429,119,24,2.8,-3.3,7.7,,,,65.4,37,89,,,1.6,54,,246,111,58,28,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210430,120,24,3.4,-5.5,10,,,,57,29,94,,,2.5,354,,251,113,59,29,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210501,121,24,3.7,-3.4,8.6,,,,54.7,35,86,,,2.4,17,,255,115,60,29,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210502,122,24,5.7,1.2,9.5,,,,51.1,39,68,,,3.6,141,,261,118,62,30,19,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210503,123,24,5.5,-2.9,10.5,,,,54.8,35,92,,,1.8,101,,266,121,64,31,20,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210504,124,24,5.6,1.8,10.2,,,,63.8,34,90,,,4.1,105,,272,124,66,31,20,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210505,125,24,2.3,1.1,3.5,,,,93,87,96,,,6.8,57,,274,124,66,31,20,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210506,126,24,2.4,1.3,3.7,,,,91.6,85,98,,,5,357,,277,124,66,31,20,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210507,127,24,2.6,0.8,5.8,,,,78.5,48,94,,,2.8,341,,279,125,66,31,20,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210508,128,24,5.8,-1.2,10.6,,,,65.2,33,96,,,2.6,263,,285,128,68,32,21,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210509,129,24,6,1.7,10.3,,,,81.4,47,99,,,4.1,155,,291,131,69,33,21,7,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210510,130,24,12.3,6.2,17.7,,,,76.8,55,100,,,4,160,,304,141,77,38,25,10,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210511,131,24,15.1,7.9,23,,,,66.3,47,82,,,1.8,111,,319,153,87,46,33,16,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210512,132,24,15.5,7.2,20.4,,,,53.2,35,89,,,4.4,120,,334,165,97,55,40,21,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210513,133,24,17.1,11.1,22.1,,,,51.5,31,74,,,3.2,119,,351,179,109,65,49,29,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210514,134,24,11.9,7.3,15.7,,,,76.1,59,98,,,2.6,63,,363,188,116,70,53,31,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210515,135,24,9.1,6.2,13.4,,,,89.1,69,100,,,3,128,,372,194,120,72,55,32,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210516,136,24,10.4,7,15,,,,78.1,56,98,,,3.2,146,,382,201,126,75,57,33,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210517,137,24,10.3,7.1,14.9,,,,86,64,99,,,4.2,152,,392,209,131,79,60,34,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210518,138,24,11,5.7,16.8,,,,76.3,44,100,,,1.8,227,,403,217,137,83,63,37,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210519,139,24,11.9,4.9,17.3,,,,72.4,48,94,,,1.9,320,,415,226,144,88,67,39,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210520,140,24,10.9,5.7,14.2,,,,71.3,54,92,,,2.6,247,,426,234,150,92,70,41,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210521,141,24,9.8,4.9,15.4,,,,79.8,54,97,,,2.3,226,,436,240,154,95,73,42,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210522,142,24,10.1,4.7,14.9,,,,74.3,47,98,,,2.1,234,,446,247,160,98,76,44,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210523,143,24,7.2,2.8,12.1,,,,91,76,99,,,3.8,34,,453,252,162,100,76,44,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210524,144,24,8.3,4.9,11.4,,,,88.9,70,99,,,1.9,65,,462,257,165,101,77,44,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210525,145,24,10.9,7.3,14.4,,,,75.7,47,100,,,4.5,79,,472,264,171,105,80,46,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210526,146,24,8.2,6.2,9.4,,,,95.7,93,97,,,6,28,,480,269,174,106,81,46,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210527,147,24,5.8,5,6.7,,,,96.7,94,99,,,3.8,328,,486,272,175,106,81,46,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210528,148,24,9.9,4.7,16.2,,,,70.9,35,100,,,2.9,3,,495,279,180,110,84,48,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210529,149,24,11.5,4.6,16.3,,,,52.1,34,81,,,2.4,39,,507,288,186,115,88,50,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210530,150,24,12.9,2.4,19.7,,,,51.1,32,90,,,1.9,209,,520,298,195,121,94,55,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210531,151,24,12.8,7.2,19.7,,,,55.7,31,75,,,2.9,360,,533,307,202,127,98,58,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210601,152,24,11.9,5.7,16.3,,,,64.9,46,89,,,4.1,41,,545,316,209,132,103,61,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210602,153,24,14.2,6.4,19.9,,,,58.2,38,91,,,2.6,71,,558,327,218,139,109,65,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210603,154,24,15.1,4.7,21.8,,,,56.6,33,94,,,2,105,,573,339,228,147,116,71,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210604,155,24,15.3,5.2,20.6,,,,54.4,33,94,,,1.7,59,,589,351,238,156,124,78,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210605,156,24,17.4,7.4,23.4,,,,54.5,34,89,,,2,111,,606,366,251,166,133,85,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210606,157,24,18.6,11.3,24.1,,,,52.3,33,90,,,2.1,160,,625,381,264,178,144,94,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210607,158,24,18.5,12.5,24.4,,,,62.6,40,92,,,1.9,282,,643,397,278,189,154,102,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210608,159,24,16,12.1,19.4,,,,87.3,70,100,,,1.3,14,,659,410,289,198,162,108,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210609,160,24,17,10.6,20.6,,,,80.9,60,100,,,1.2,279,,675,423,300,208,171,115,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210610,161,24,18.1,11.7,22.5,,,,62.8,33,99,,,1.8,230,,693,438,313,219,181,123,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210611,162,24,18.6,12.3,23.7,,,,70.4,50,90,,,3.6,194,,710,452,325,229,190,130,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210612,163,24,14.8,10,17.6,,,,87.9,71,100,,,3.4,265,,724,463,335,237,197,135,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210613,164,24,14.5,10.2,18.8,,,,58.8,34,100,,,3.3,295,,738,475,344,244,203,140,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210614,165,24,16,11.1,19.6,,,,70.6,61,82,,,5.7,219,,754,488,355,253,212,146,,,,,,,,,
